Time,Temperature,Stress,Creep Strain
1.460902778,338.7,6.87263,0.00069149904
1.467847222,338.7,6.87143,0.00068825324
1.474803241,338.7,6.8706,0.00069066395
1.481747685,338.7,6.86726,0.00068652649
1.488715278,338.7,6.87268,0.00068678467
1.495659722,338.7,6.86555,0.00069039488
1.502627315,338.7,6.86401,0.00068662207
1.509606481,338.7,6.86287,0.00069333730
1.516550926,338.7,6.90139,0.00069071286
1.523506944,338.7,6.90984,0.00069261203
1.530451389,338.7,6.90138,0.00069584376
1.537418981,338.7,6.90381,0.00069284909
1.544386574,338.7,6.90266,0.00069479201
1.551342593,338.7,6.89342,0.00069571997
1.558310185,338.7,6.89765,0.00069368646
1.565289352,338.7,6.88748,0.00069595438
1.572256944,338.7,6.89362,0.00069475949
1.579224537,338.7,6.88759,0.00069648804
1.586168981,338.7,6.89112,0.00069775632
1.593125,338.7,6.89246,0.00069765721
1.600104167,338.7,6.88056,0.00069627721
1.607060185,338.7,6.8879,0.00069695613
1.614027778,338.7,6.88063,0.00070051085
1.621006944,338.7,6.88356,0.00069851557
1.627962963,338.7,6.88772,0.00070203242
1.634918981,338.7,6.87868,0.00069919610
1.641886574,338.7,6.88722,0.00069834833
1.648865741,338.7,6.87794,0.00070339397
1.655821759,338.7,6.88311,0.00070318221
1.662789352,338.7,6.88203,0.00070327367
1.669780093,338.7,6.87412,0.00070356592
1.676724537,338.7,6.87729,0.00070341309
1.68369213,338.7,6.86702,0.00070580314
1.690636574,338.7,6.87891,0.00070527444
1.697604167,338.7,6.87696,0.00070580909
1.704571759,338.7,6.87177,0.00070602144
1.711516204,338.7,6.87713,0.00070580409
1.718472222,338.7,6.86386,0.00070356939
1.725451389,338.7,6.872,0.00070362827
1.732395833,338.7,6.86801,0.00070714623
1.739340278,338.7,6.86876,0.00070712417
1.74630787,338.7,6.86987,0.00070798642
1.753263889,338.7,6.8654,0.00070537359
1.760219907,338.7,6.87411,0.00070642981
1.767164352,338.7,6.86498,0.00070818984
1.774131944,338.7,6.87012,0.00071036537
1.781087963,338.7,6.87014,0.00070988758
1.788055556,338.7,6.86411,0.00071107903
1.795,338.7,6.86948,0.00070710299
1.801956019,338.7,6.86131,0.00071122109
1.808900463,338.7,6.86826,0.00071179227
1.815868056,338.7,6.86414,0.00071149585
1.822847222,338.7,6.86412,0.00071107874
1.829814815,338.7,6.86604,0.00071239447
1.836782407,338.7,6.90172,0.00071134506
1.843761574,338.7,6.91784,0.00071015504
1.850706019,338.7,6.91172,0.00071367594
1.857673611,338.7,6.91074,0.00071328716
1.864641204,338.7,6.90877,0.00071376270
1.871585648,338.7,6.9055,0.00071397818
1.878553241,338.7,6.91289,0.00071083753
1.885497685,338.7,6.90489,0.00071399612
1.892476852,338.7,6.90695,0.00071154923
1.899444444,338.7,6.90215,0.00071735801
1.906400463,338.7,6.89965,0.00071564174
1.91337963,338.7,6.90687,0.00071572769
1.920324074,338.7,6.89963,0.00071886403
1.927268519,338.7,6.90575,0.00071862433
1.934224537,338.7,6.90108,0.00071971618
1.94119213,338.7,6.89783,0.00071706747
1.948148148,338.7,6.90296,0.00071637969
1.955115741,338.7,6.89776,0.00071945593
1.962071759,338.7,6.90387,0.00072154322
1.969016204,338.7,6.89988,0.00072166057
1.975972222,338.7,6.8967,0.00072002400
1.982939815,338.7,6.9032,0.00072054873
1.989907407,338.7,6.89578,0.00072321306
1.996875,338.7,6.9071,0.00072091132
2.003819444,338.7,6.90103,0.00072264095
2.010798611,338.7,6.89804,0.00072314659
2.017743056,338.7,6.89411,0.00072517128
2.024722222,338.7,6.89275,0.00072246698
2.031678241,338.7,6.90342,0.00072054226
2.038645833,338.7,6.89423,0.00072427285
2.045601852,338.7,6.90023,0.00072212758
2.052592593,338.7,6.89613,0.00072648407
2.059571759,338.7,6.89478,0.00072753797
2.066516204,338.7,6.90395,0.00072243577
